word,status,qualification,definition,length,language,,
PIULA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de piular.""",5,esp,,
PIULE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de piular.""",5,esp,,
PIULO,null,N/A,"""N/A""",5,esp,,
PIUNE,true,nombre masculino,"""1. Árbol americano de la familia de las proteáceas de hojas grandes cubiertas de un vello color de orín por debajo y con racimos flojos de flores amarillas que se cría en los montes y se usa como medicamento""",5,esp,,
PIURE,true,nombre masculino,"""1. Animal procordado de la clase de los tunicados sedentario cuyo cuerpo de color rojo y de cuatro a seis centímetros de longitud tiene la forma de un saco con dos aberturas que son respectivamente la boca y el ano y es comestible""",5,esp,,
PIVOT,true,Sustantivo femenino y masculino,"""Deporte: Jugador de baloncesto en torno al cual gira el juego de su equipo cuando este ataca.""",5,esp,,
PIXEL,true,nombre masculino,"""1. Superficie homogénea mínima de las que componen una imagen que se define por su brillo y color""",5,esp,,
PIZCA,true,nombre femenino coloquial,"""1. Porción mínima o muy pequeña de algo pellizco pellizco migaja migaja miaja2 miaja2 chispa chispa punta punta gota gota ostugo ostugo chichota chichota grisma grisma mirringa mirringa mirrusca mirrusca ñinga ñinga ñizca ñizca pichichuela pichichuela pichintún pichintún pigricia pigricia pringo pringo""",5,esp,,
PIZCO,true,nombre masculino,"""1. Porción mínima que se toma de algo""",5,esp,,
PIZZA,true,nombre femenino,"""1. Especie de torta de harina amasada encima de la cual se pone queso tomate frito y otros ingredientes y que se cuece en el horno""",5,esp,,
PLACA,true,Sustantivo femenino,"""Pieza metálica delgada. Puede ser material de construcción o parte de la carrocería de un vehículo.""",5,esp,,
PLACE,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de placer.""",5,esp,,
PLACI,null,N/A,"""N/A""",5,esp,,
PLACO,true,verbo transitivo desusado,"""1. Aplacar calmar apaciguar""",5,esp,,
PLAGA,true,Sustantivo femenino,"""Conjunto de insectos, roedores, bacterias o cualquier ser vivo que se encuentra en una densidad tal que puede dañar o constituir una amenaza para el ser humano y su bienestar.""",5,esp,,
PLAGO,true,verbo transitivo,"""1. Llenar o cubrir a alguien o algo de una cosa generalmente nociva o no conveniente infestar infestar invadir invadir llenar llenar cubrir cubrir abarrotar abarrotar""",5,esp,,
PLANA,true,Sustantivo femenino,"""Verso o reverso, cara de una hoja de papel.""",5,esp,,
PLANO,true,Sustantivo masculino,"""Sucesión de puntos""",5,esp,,
PLAÑA,true,verbo intransitivo,"""1. Gemir y llorar sollozando o clamando llorar llorar sollozar sollozar gemir gemir gimotear gimotear lamentarse lamentarse gritar gritar""",5,esp,,
PLAÑE,true,verbo intransitivo,"""1. Gemir y llorar sollozando o clamando llorar llorar sollozar sollozar gemir gemir gimotear gimotear lamentarse lamentarse gritar gritar""",5,esp,,
PLAÑI,null,N/A,"""N/A""",5,esp,,
PLAÑO,true,verbo intransitivo,"""1. Gemir y llorar sollozando o clamando llorar llorar sollozar sollozar gemir gemir gimotear gimotear lamentarse lamentarse gritar gritar""",5,esp,,
PLATA,true,Sustantivo femenino,"""Elementos químicos, Metalurgia: Elemento químico de número atómico 47 situado en el grupo 11 de la tabla periódica de los elementos. Su símbolo es Ag. Es un metal de transición blanco y brillante. Presenta las mayores conductividades térmica y eléctrica de todos los metales, y se encuentra formando parte de distintos minerales (generalmente en forma de sulfuro) o como plata libre.""",5,esp,,
PLATO,true,Sustantivo masculino,"""Recipiente cóncavo utilizado para colocar los alimentos.""",5,esp,,
PLAYA,true,Sustantivo femenino,"""Arenal o pedregal costero y más o menos llano.""",5,esp,,
PLAYE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de playar.""",5,esp,,
PLAYO,true,adjetivo,"""1. y Dicho de una cosa Que tiene poco fondo""",5,esp,,
PLAZA,true,Sustantivo femenino,"""Urbanismo: En una ciudad o poblado, área abierta y espaciosa en la cual la gente puede transitar y reunirse.""",5,esp,,
PLAZO,true,Sustantivo masculino,"""Término o tiempo que se da a uno para responder o satisfacer una cosa.""",5,esp,,
PLEBE,true,Sustantivo femenino,"""Estamento de la sociedad de la antigua Roma, formado por personas libres pero carentes de los privilegios religiosos y políticos de los patricios""",5,esp,,
PLECA,true,nombre femenino,"""1.""",5,esp,,
PLEGA,null,N/A,"""N/A""",5,esp,,
PLEGO,null,N/A,"""N/A""",5,esp,,
PLENA,true,adjetivo,"""1. Completo lleno completo completo lleno lleno entero entero íntegro íntegro total total absoluto absoluto plenario plenario vacío vacío""",5,esp,,
PLENO,true,adjetivo,"""1. Completo lleno completo completo lleno lleno entero entero íntegro íntegro total total absoluto absoluto plenario plenario vacío vacío""",5,esp,,
PLEON,true,nombre masculino,"""1. Abdomen de los crustáceos formado por varios segmentos cada uno de los cuales lleva un par de apéndices pequeños y relacionados con la función reproductora""",5,esp,,
PLEPA,true,nombre femenino coloquial,"""1.""",5,esp,,
PLEXO,true,nombre masculino,"""1. Red formada por varios filamentos nerviosos y vasculares entrelazados Elplexohepático. El plexo hepático red red retículo retículo ramificación ramificación""",5,esp,,
PLICA,true,nombre femenino,"""1. Sobre cerrado y sellado en que se reserva algún documento o noticia que no debe publicarse hasta fecha u ocasión determinada sobre2 sobre2""",5,esp,,
PLISA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de plisar.""",5,esp,,
PLISE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de plisar.""",5,esp,,
PLISO,true,verbo transitivo,"""1. Hacer que una tela o cosa flexible quede formando pliegues plegar plegar replegar replegar doblar doblar fruncir fruncir tablear tablear gandujar gandujar""",5,esp,,
PLOMA,true,verbo transitivo,"""1. Poner un sello de plomo pendiente de hilos en un documento privilegio o diploma""",5,esp,,
PLOME,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de plomar.""",5,esp,,
PLOMO,true,Sustantivo masculino,"""Elementos químicos: Elemento químico de la tabla periódica de los elementos, con símbolo Pb y número atómico 82, un metal pesado, dúctil, maleable, poco tenaz, de color azul grisáceo, y muy tóxico.""",5,esp,,
PLUGO,true,verbo intransitivo,"""1. Agradar o dar gusto gustar gustar deleitar deleitar contentar1 contentar1 satisfacer satisfacer complacer complacer regocijar regocijar desagradar desagradar""",5,esp,,
PLUMA,true,Sustantivo femenino,"""Cada una de las piezas córneas con un tubo central y ramillas laterales que conforman una suerte de hoja alargada, que en gran cantidad recubren el cuerpo de las aves. Les dan protección, aislamiento térmico y son de utilidad para el vuelo.""",5,esp,,
POBLA,null,N/A,"""N/A""",5,esp,,
POBLE,null,N/A,"""N/A""",5,esp,,
POBLO,null,N/A,"""N/A""",5,esp,,
POBOS,true,nombre masculino,"""1.""",5,esp,,
POBRA,true,adjetivo coloquial,"""1. Dicho de una mujer Pobre que pedía limosna de puerta en puerta""",5,esp,,
POBRE,true,Adjetivo,"""Que tiene pocos bienes materiales.""",5,esp,,
POCAS,true,adjetivo indefinido,"""1. En número cantidad o intensidad escasos respecto de lo regular ordinario o preciso Pocosarmarios. Pocos armarios Lapocaaguaquehabía. La poca agua que había Pocopeligro. Poco peligro mucho mucho""",5,esp,,
POCHA,true,Sustantivo femenino,"""Historia falsa.""",5,esp,,
POCHO,true,Adjetivo,"""Dicho de la fruta, que se ha sobremadurado o que ya está podrida.""",5,esp,,
POCOS,true,adjetivo indefinido,"""1. En número cantidad o intensidad escasos respecto de lo regular ordinario o preciso Pocosarmarios. Pocos armarios Lapocaaguaquehabía. La poca agua que había Pocopeligro. Poco peligro mucho mucho""",5,esp,,
PODAD,true,verbo transitivo,"""1. Cortar o quitar las ramas superfluas de los árboles vides y otras plantas para que después se desarrollen con más vigor desbrozar desbrozar desmochar desmochar mondar mondar remondar remondar escamondar escamondar chapodar chapodar desvastigar desvastigar deschuponar deschuponar cortar cortar limpiar limpiar castrar castrar desroñar desroñar remoldar remoldar""",5,esp,,
PODAL,true,adjetivo,"""1. Perteneciente o relativo al pie""",5,esp,,
PODAN,true,verbo transitivo,"""1. Cortar o quitar las ramas superfluas de los árboles vides y otras plantas para que después se desarrollen con más vigor desbrozar desbrozar desmochar desmochar mondar mondar remondar remondar escamondar escamondar chapodar chapodar desvastigar desvastigar deschuponar deschuponar cortar cortar limpiar limpiar castrar castrar desroñar desroñar remoldar remoldar""",5,esp,,
PODAR,true,Verbo transitivo,"""Agricultura: Cortar las ramas superfluas de los árboles.""",5,esp,,
PODAS,true,Forma verbal,"""Segunda persona del singular (vos) del presente de indicativo de podar.""",5,esp,,
PODED,true,verbo transitivo,"""1. Tener expedita la facultad o potencia de hacer algo valer1 valer1""",5,esp,,
PODEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de podar.""",5,esp,,
PODER,true,Sustantivo masculino,"""Capacidad o facultad de ejecutar una acción.""",5,esp,,
PODES,true,Forma verbal,"""Segunda persona del singular (vos) del presente de subjuntivo de podar.""",5,esp,,
PODIA,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de indicativo de poder.""",5,esp,,
PODIO,true,Sustantivo masculino,"""Plataforma, altar o tarima elevada, a la vista de los asistentes a algún acto o conmemoración""",5,esp,,
PODON,null,N/A,"""N/A""",5,esp,,
PODRA,null,N/A,"""N/A""",5,esp,,
PODRE,true,nombre femenino,"""1. Putrefacción de algunas cosas podredumbre podredumbre putrefacción putrefacción pudrimiento pudrimiento descomposición descomposición podredura podredura podrimiento podrimiento pudrición pudrición""",5,esp,,
POEMA,true,nombre masculino,"""1. Obra poética normalmente en verso poesía poesía composición composición verso1 verso1 soneto soneto romance romance oda oda canción canción cantar2 cantar2 copla copla balada balada tonada tonada cantiga cantiga trova trova estrofa estrofa""",5,esp,,
POETA,true,Sustantivo femenino y masculino,"""Persona que escribe o compone poesía.""",5,esp,,
POINO,null,N/A,"""N/A""",5,esp,,
POISA,true,nombre femenino,"""1. Cáscara que envuelve los granos de los cereales""",5,esp,,
POISE,true,nombre masculino,"""1. Unidad de viscosidad del sistema cegesimal equivalente a la de un fluido en el cual el gradiente de velocidad perpendicular a la superficie de desplazamiento es de centímetro por segundo cada centímetro cuando está sometido a una fuerza retardatriz de dina por centímetro cuadrado""",5,esp,,
POLAR,true,adjetivo,"""1. Perteneciente o relativo a los polos""",5,esp,,
POLCA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de polcar.""",5,esp,,
POLCO,true,nombre masculino,"""1. calzado de punto patuco patuco escarpín escarpín botica2 botica2""",5,esp,,
POLEA,true,nombre femenino,"""1. Mecanismo que consiste en una rueda giratoria de borde acanalado por el que se desliza una cuerda o cadena y que sirve para mover o levantar cosas pesadas garrucha garrucha motón motón trocla trocla monospastos monospastos""",5,esp,,
POLEN,true,nombre masculino,"""1. Conjunto de granos diminutos contenidos en las anteras de las flores cada uno de los cuales está constituido por dos células rodeadas en común por dos membranas resistentes""",5,esp,,
POLEO,true,nombre masculino,"""1. Planta herbácea anual de la familia de las labiadas con tallos tendidos ramosos velludos y algo esquinados hojas descoloridas pequeñas pecioladas casi redondas y dentadas y flores azuladas o moradas en verticilos bien separados Toda la planta tiene olor agradable se usa en infusión como estomacal y abunda en a orillas de los arroyos tipo tipo""",5,esp,,
POLEX,null,N/A,"""N/A""",5,esp,,
POLIN,null,N/A,"""N/A""",5,esp,,
POLIO,true,nombre masculino,"""1. zamarrilla zamarrilla""",5,esp,,
POLIR,true,verbo transitivo desusado,"""1.""",5,esp,,
POLIS,true,Forma verbal,"""Segunda persona del singular (vos) del presente de indicativo de polir.""",5,esp,,
POLLA,true,Sustantivo femenino,"""Aves: Hembra del pollo.""",5,esp,,
POLLO,true,Sustantivo masculino,"""Aves: Ejemplar juvenil de un ave, en especial de la gallina.""",5,esp,,
POLOS,true,nombre masculino,"""1. Cada uno de los dos puntos en que el eje de rotación corta un cuerpo esférico especialmente la Tierra""",5,esp,,
POLVO,true,Sustantivo masculino,"""Cualquier sustancia sólida, en especial tierra, reducida a gránulos de diámetro muy fino.""",5,esp,,
POMAR,true,nombre masculino,"""1. Sitio lugar o huerta donde hay árboles frutales especialmente manzanos""",5,esp,,
POMAS,true,nombre femenino,"""1. Fruta de árbol fruta fruta fruto fruto""",5,esp,,
POMEZ,null,N/A,"""N/A""",5,esp,,
POMOS,true,nombre masculino,"""1. Agarrador o tirador de una puerta cajón de forma más o menos esférica tirador tirador agarrador agarrador manija manija manilla manilla""",5,esp,,
POMPA,true,nombre femenino,"""1. Acompañamiento suntuoso numeroso y de gran aparato que se hace en una función ya sea de regocijo o fúnebre""",5,esp,,
POMPO,true,adjetivo,"""1. Romo sin filo romo romo boto3 boto3 obtuso obtuso""",5,esp,,
PONCI,null,N/A,"""N/A""",5,esp,,
PONED,true,verbo transitivo,"""1. Colocar en un sitio o lugar a alguien o algo dejar dejar posar1 posar1 meter meter introducir introducir quitar quitar retirar1 retirar1 sacar sacar""",5,esp,,
PONEN,true,verbo transitivo,"""1. Colocar en un sitio o lugar a alguien o algo dejar dejar posar1 posar1 meter meter introducir introducir quitar quitar retirar1 retirar1 sacar sacar""",5,esp,,
PONER,true,Verbo transitivo,"""Dejar un objeto dentro de otro.""",5,esp,,
PONES,null,N/A,"""N/A""",5,esp,,
PONEY,null,N/A,"""N/A""",5,esp,,
PONGA,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de poner.""",5,esp,,
PONGO,true,nombre masculino,"""1. Especie de orangután""",5,esp,,
PONIA,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de indicativo de poner.""",5,esp,,
PONIS,true,nombre masculino,"""1. Caballo de cierta raza de poca alzada póney póney""",5,esp,,
PONTO,true,nombre masculino,"""1. masa de agua salada mar mar piélago piélago profundo profundo océano océano""",5,esp,,
POPAD,true,verbo transitivo,"""1. Despreciar o tener en poco a alguien""",5,esp,,
POPAN,true,verbo transitivo,"""1. Despreciar o tener en poco a alguien""",5,esp,,
POPAR,true,verbo transitivo,"""1. Despreciar o tener en poco a alguien""",5,esp,,
POPAS,null,N/A,"""N/A""",5,esp,,
POPEL,true,adjetivo,"""1. Dicho de una cosa Que está situada más a popa que otra u otras con que se compara""",5,esp,,
POPEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de popar.""",5,esp,,
POPES,null,N/A,"""N/A""",5,esp,,
POPOS,null,N/A,"""N/A""",5,esp,,
POPTI,null,N/A,"""N/A""",5,esp,,
PORCO,true,nombre masculino y femenino desusado,"""1.""",5,esp,,
PORGA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de porgar.""",5,esp,,
PORGO,null,N/A,"""N/A""",5,esp,,
PORNO,true,adjetivo coloquial,"""1. Películasporno. Películas porno pornográfico pornográfico""",5,esp,,
POROS,true,nombre masculino,"""1. Espacio que hay entre las moléculas de los cuerpos""",5,esp,,
PORRA,true,Sustantivo femenino,"""Palbol fruta fruta fruto fruto""",5,esp,,
POMEZ,null,N/A,"""N/A""",5,esp,,
POMOS,true,nombre masculino,"""1. Agarrador o tirador de una puerta cajón de forma más o menos esférica tirador tirador agarrador agarrador manija manija manilla manilla""",5,esp,,
POMPA,true,nombre femenino,"""1. Acompañamiento suntuoso numeroso y de gran aparato que se hace en una función ya sea de regocijo o fúnebre""",5,esp,,
POMPO,true,adjetivo,"""1. Romo sin filo romo romo boto3 boto3 obtuso obtuso""",5,esp,,
PONCI,null,N/A,"""N/A""",5,esp,,
PONED,true,verbo transitivo,"""1. Colocar en un sitio o lugar a alguien o algo dejar dejar posar1 posar1 meter meter introducir introducir quitar quitar retirar1 retirar1 sacar sacar""",5,esp,,
